1148,Items,ID,Stackability,Survival Obtainable,Peaceful Obtainable,Hunger,Saturation,Effect When Eaten,Is Weapon,Attack Speed,Attack Damage,Damage Per Second,Breaking Speed,Cooldown (in seconds),XP From Smelting,Obtainable By Smelting,Smeltable,Fuel Duration,Renewable
,Milk Bucket,milk_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket of Pufferfish,pufferfish_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket of Salmon,salmon_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket of Cod,cod_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket of Tropical Fish,tropical_fish_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket of Axolotl,axolotl_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket of Tadpole,tadpole_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Brick,brick,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
,Clay Ball,clay_ball,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.3,No,With Furnace Only,None,Yes
,Dried Kelp Block,dried_kelp_block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,200,Yes
,Paper,paper,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Book,book,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Slimeball,slime_ball,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Egg,egg,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Compass,compass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Recovery Compass,recovery_compass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Fishing Rod,fishing_rod,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Clock,clock,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Spyglass,spyglass,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Glowstone Dust,glowstone_dust,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Raw Cod,cod,64,Yes,Yes,2,0.4,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Raw Salmon,salmon,64,Yes,Yes,2,0.4,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Tropical Fish,tropical_fish,64,Yes,Yes,1,0.2,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Pufferfish,pufferfish,64,Yes,Yes,1,0.2,Hunger III for 15 seconds and Poison II for 60 seconds and Nausea for 15 seconds,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cooked Cod,cooked_cod,64,Yes,Yes,5,6,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Cooked Salmon,cooked_salmon,64,Yes,Yes,6,9.6,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Ink Sac,ink_sac,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Glow Ink Sac,glow_ink_sac,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cocoa Beans,cocoa_beans,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,White Dye,white_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Orange Dye,orange_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Magenta Dye,magenta_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Blue Dye,light_blue_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Yellow Dye,yellow_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lime Dye,lime_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
,Pink Dye,pink_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Gray Dye,gray_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Gray Dye,light_gray_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cyan Dye,cyan_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Purple Dye,purple_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blue Dye,blue_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Brown Dye,brown_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Green Dye,green_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
,Red Dye,red_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Black Dye,black_dye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bone Meal,bone_meal,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bone,bone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Sugar,sugar,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cake,cake,Unstackable,Yes,Yes,14,2.8,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,White Bed,white_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Orange Bed,orange_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Magenta Bed,magenta_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Blue Bed,light_blue_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Yellow Bed,yellow_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lime Bed,lime_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Pink Bed,pink_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Gray Bed,gray_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Gray Bed,light_gray_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cyan Bed,cyan_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Purple Bed,purple_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blue Bed,blue_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Brown Bed,brown_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Green Bed,green_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Red Bed,red_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Black Bed,black_bed,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cookie,cookie,64,Yes,Yes,2,0.4,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Map,filled_map,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Shears,shears,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,5,No,Non-Smeltable,No,No,None,Yes
,,,,,,,,,,,,,,,,,,,
,Melon Slice,melon_slice,64,Yes,Yes,2,1.2,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Dried Kelp,dried_kelp,64,Yes,Yes,1,0.6,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Pumpkin Seeds,pumpkin_seeds,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Melon Seeds,melon_seeds,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Raw Beef,beef,64,Yes,Yes,3,1.8,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Steak,cooked_beef,64,Yes,Yes,8,12.8,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Raw Chicken,chicken,64,Yes,Yes,2,1.2,Hunger for 30 seconds (30% chance),No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Cooked Chicken,cooked_chicken,64,Yes,Yes,6,7.2,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Rotten Flesh,rotten_flesh,64,Yes,Yes,4,0.8,Hunger for 30 seconds (80% chance),No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Ender Pearl,ender_pearl,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,1,Non-Smeltable,No,No,None,Yes
,Blaze Rod,blaze_rod,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,120,Yes
,Ghast Tear,ghast_tear,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Gold Nugget,gold_nugget,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Nether Wart,nether_wart,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Glass Bottle,glass_bottle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Spider Eye,spider_eye,64,Yes,Yes,2,3.2,Poison for 5 seconds,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Fermented Spider Eye,fermented_spider_eye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blaze Powder,blaze_powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Magma Cream,magma_cream,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Brewing Stand,brewing_stand,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cauldron,cauldron,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Eye of Ender,ender_eye,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Glistering Melon Slice,glistering_melon_slice,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bottle o' Enchanting,experience_bottle,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Fire Charge,fire_charge,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Book and Quill,writable_book,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Written Book,written_book,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Item Frame,item_frame,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Glow Item Frame,glow_item_frame,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Flower Pot,flower_pot,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Carrot,carrot,64,Yes,Yes,3,3.6,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Potato,potato,64,Yes,Yes,1,0.6,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Baked Potato,baked_potato,64,Yes,Yes,5,6,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Poisonous Potato,poisonous_potato,64,Yes,Yes,2,1.2,Poison for 5 seconds (60% chance),No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Empty Map,map,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Golden Carrot,golden_carrot,64,Yes,Yes,6,14.4,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Skeleton Skull,skeleton_skull,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Wither Skeleton Skull,wither_skeleton_skull,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Zombie Head,zombie_head,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Creeper Head,creeper_head,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Dragon Head,dragon_head,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Nether Star,nether_star,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Pumpkin Pie,pumpkin_pie,64,Yes,Yes,8,4.8,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Firework Rocket,firework_rocket,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Firework Star,firework_star,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Enchanted Book,enchanted_book,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,All except Swift Sneak
,Nether Brick,nether_brick,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
,Prismarine Shard,prismarine_shard,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Prismarine Crystals,prismarine_crystals,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Raw Rabbit,rabbit,64,Yes,Yes,3,1.8,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Cooked Rabbit,cooked_rabbit,64,Yes,Yes,5,6,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Rabbit Stew,rabbit_stew,Unstackable,Yes,Yes,10,12,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Rabbit's Foot,rabbit_foot,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Rabbit Hide,rabbit_hide,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Armor Stand,armor_stand,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Iron Horse Armor,iron_horse_armor,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,No
,Golden Horse Armor,golden_horse_armor,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,No
,Diamond Horse Armor,diamond_horse_armor,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Leather Horse Armor,leather_horse_armor,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lead,lead,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Name Tag,name_tag,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Raw Mutton,mutton,64,Yes,Yes,2,1.2,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Cooked Mutton,cooked_mutton,64,Yes,Yes,6,9.6,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,White Banner,white_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Orange Banner,orange_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Magenta Banner,magenta_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Light Blue Banner,light_blue_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Yellow Banner,yellow_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Lime Banner,lime_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Pink Banner,pink_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Gray Banner,gray_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Light Gray Banner,light_gray_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Cyan Banner,cyan_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Purple Banner,purple_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Blue Banner,blue_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Brown Banner,brown_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Green Banner,green_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Red Banner,red_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Black Banner,black_banner,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,End Crystal,end_crystal,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Chorus Fruit,chorus_fruit,64,Yes,Yes,4,2.4,The player may be teleported randomly.,No,4,1,4,1,1,0.1,No,With Furnace Only,None,Yes
,Popped Chorus Fruit,popped_chorus_fruit,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
,Beetroot,beetroot,64,Yes,Yes,1,1.2,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Beetroot Seeds,beetroot_seeds,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Beetroot Soup,beetroot_soup,Unstackable,Yes,Yes,6,7.2,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Dragon's Breath,dragon_breath,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Spectral Arrow,spectral_arrow,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Shield,shield,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,5,Non-Smeltable,No,No,None,Yes
,Totem of Undying,totem_of_undying,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Shulker Shell,shulker_shell,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Iron Nugget,iron_nugget,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,13 Disc,music_disc_13,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cat Disc,music_disc_cat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blocks Disc,music_disc_blocks,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Chirp Disc,music_disc_chirp,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Far Disc,music_disc_far,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Mall Disc,music_disc_mall,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Mellohi Disc,music_disc_mellohi,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Stal Disc,music_disc_stal,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Strad Disc,music_disc_strad,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Ward Disc,music_disc_ward,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,11 Disc,music_disc_11,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Wait Disc,music_disc_wait,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Otherside Disc,music_disc_otherside,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Pigstep Disc,music_disc_pigstep,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Trident,trident,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.1,9,9.9,1,0.9,Non-Smeltable,No,No,None,Yes
,Phantom Membrane,phantom_membrane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Nautilus Shell,nautilus_shell,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Heart of the Sea,heart_of_the_sea,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Crossbow,crossbow,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Suspicious Stew,suspicious_stew,Unstackable,Yes,Yes,6,7.2,Regeneration or Jump Boost or Poison or Wither or Weakness or Blindness or Fire Resistance or Saturation or Night Vision ( for 3-11 seconds),No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Loom,loom,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Flower Charge Banner Pattern,flower_banner_pattern,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Creeper Charge Banner Pattern,creeper_banner_pattern,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Skull Charge Banner Pattern,skull_banner_pattern,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Thing Banner Pattern,mojang_banner_pattern,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Globe Banner Pattern,globe_banner_pattern,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Snout Banner Pattern,piglin_banner_pattern,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Composter,composter,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Barrel,barrel,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Smoker,smoker,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Blast Furnace,blast_furnace,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Cartography Table,cartography_table,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Fletching Table,fletching_table,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Grindstone,grindstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Smithing Table,smithing_table,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Stonecutter,stonecutter,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bell,bell,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lantern,lantern,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Soul Lantern,soul_lantern,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Sweet Berries,sweet_berries,64,Yes,Yes,2,0.4,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Glow Berries,glow_berries,64,Yes,Yes,2,0.4,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Campfire,campfire,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Soul Campfire,soul_campfire,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Shroomlight,shroomlight,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Honeycomb,honeycomb,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bee Nest,bee_nest,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Beehive,beehive,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
